protein_A,protein_B,label
854078_reviewed,851660_reviewed,1
854078_reviewed,851660_reviewed_mutant_7103,0
855649_reviewed,850919_reviewed,1
855649_reviewed,850919_reviewed_mutant_7104,0
854915_reviewed,850506_reviewed,1
854915_reviewed_mutant_7105,850506_reviewed,0
852039_reviewed,851665_reviewed,1
852039_reviewed_mutant_7107,851665_reviewed,0
856228_reviewed,854939_reviewed,1
856228_reviewed,852982_reviewed,1
851493_reviewed,856895_reviewed,1
851493_reviewed,856895_reviewed_mutant_7113,0
856895_reviewed,851193_reviewed,1
856895_reviewed,851193_reviewed_mutant_7114,0
856895_reviewed,851162_reviewed,1
856895_reviewed,851162_reviewed_mutant_7115,0
856317_reviewed_mutant_7116,852013_reviewed,0
856317_reviewed_mutant_7117,853098_reviewed,0
855862_reviewed,856095_reviewed,1
855862_reviewed,856095_reviewed_mutant_7118,0
856572_reviewed,851988_reviewed,1
851406_reviewed,851212_reviewed,1
851406_reviewed,851212_reviewed_mutant_7120,0
853821_reviewed,855621_reviewed,1
853821_reviewed_mutant_7121,855621_reviewed,0
851544_reviewed_mutant_7123,856510_reviewed,0
850877_reviewed,856422_reviewed,1
850877_reviewed,856422_reviewed_mutant_7125,0
855669_reviewed,856422_reviewed,1
854714_reviewed,855836_reviewed,1
854714_reviewed_mutant_7129,855836_reviewed,0
856751_reviewed_mutant_7131,852749_reviewed,0
856848_reviewed,851394_reviewed,1
856848_reviewed,854485_reviewed_mutant_7134,0
852749_reviewed,850808_reviewed,1
852749_reviewed,850808_reviewed_mutant_7135,0
852757_reviewed,850346_reviewed,1
852757_reviewed_mutant_7137,850346_reviewed,0
850872_reviewed,850320_reviewed,1
850872_reviewed,850320_reviewed_mutant_7138,0
854487_reviewed,850320_reviewed,1
854487_reviewed,850320_reviewed_mutant_7139,0
852083_reviewed,853076_reviewed,1
852083_reviewed_mutant_7140,853076_reviewed,0
852083_reviewed,852016_reviewed,1
852083_reviewed_mutant_7141,852016_reviewed,0
855665_reviewed,850504_reviewed_mutant_7147,0
855665_reviewed,850741_reviewed,1
855665_reviewed_mutant_7148,850741_reviewed,0
855665_reviewed,851562_reviewed_mutant_7149,0
855841_reviewed,852834_reviewed,1
855841_reviewed_mutant_7150,852834_reviewed,0
855136_reviewed,851543_reviewed,1
855136_reviewed_mutant_7151,851543_reviewed,0
852439_reviewed,852319_reviewed,1
850549_reviewed,854078_reviewed,1
850549_reviewed,854078_reviewed_mutant_7153,0
850549_reviewed,855335_reviewed,1
850549_reviewed,855335_reviewed_mutant_7154,0
850549_reviewed,855890_reviewed,1
850549_reviewed,855890_reviewed_mutant_7155,0
850549_reviewed,854381_reviewed,1
850549_reviewed,854381_reviewed_mutant_7156,0
850549_reviewed,850688_reviewed,1
850549_reviewed_mutant_7157,850688_reviewed,0
850549_reviewed,855613_reviewed,1
850549_reviewed_mutant_7158,855613_reviewed,0
850549_reviewed,856488_reviewed,1
850549_reviewed,856488_reviewed_mutant_7159,0
850549_reviewed,855972_reviewed,1
850549_reviewed,855972_reviewed_mutant_7160,0
852767_reviewed,855335_reviewed,1
852767_reviewed_mutant_7162,855335_reviewed,0
852767_reviewed,855972_reviewed,1
852767_reviewed,855972_reviewed_mutant_7163,0
856449_reviewed,852767_reviewed,1
856449_reviewed_mutant_7164,852767_reviewed,0
854078_reviewed,855335_reviewed,1
854078_reviewed_mutant_7165,855335_reviewed,0
854078_reviewed,855890_reviewed,1
854078_reviewed,854381_reviewed,1
854078_reviewed,854381_reviewed_mutant_7167,0
854078_reviewed,852767_reviewed,1
854078_reviewed_mutant_7168,852767_reviewed,0
854078_reviewed,854446_reviewed_mutant_7169,0
854381_reviewed,851530_reviewed,1
854381_reviewed_mutant_7170,851530_reviewed,0
854381_reviewed,855335_reviewed,1
854381_reviewed_mutant_7171,855335_reviewed,0
854381_reviewed,853860_reviewed,1
854381_reviewed,853860_reviewed_mutant_7172,0
854381_reviewed,854116_reviewed,1
854381_reviewed_mutant_7173,854116_reviewed,0
854381_reviewed,852767_reviewed,1
854381_reviewed_mutant_7174,852767_reviewed,0
854381_reviewed,850625_reviewed,1
854381_reviewed,850625_reviewed_mutant_7175,0
854381_reviewed,856488_reviewed,1
854381_reviewed_mutant_7176,856488_reviewed,0
854381_reviewed,855972_reviewed,1
854381_reviewed_mutant_7177,855972_reviewed,0
854381_reviewed,854446_reviewed_mutant_7178,0
854446_reviewed_mutant_7181,850688_reviewed,0
854446_reviewed_mutant_7183,851660_reviewed,0
855408_reviewed,852549_reviewed,1
852873_reviewed,854735_reviewed,1
852873_reviewed_mutant_7185,854735_reviewed,0
853456_reviewed_mutant_7186,855362_reviewed,0
854119_reviewed,854735_reviewed,1
854119_reviewed_mutant_7187,854735_reviewed,0
854119_reviewed,854435_reviewed,1
854544_reviewed,856830_reviewed,1
854544_reviewed,856830_reviewed_mutant_7189,0
852439_reviewed,854229_reviewed,1
852439_reviewed_mutant_7190,854229_reviewed,0
851678_reviewed,853860_reviewed,1
851678_reviewed_mutant_7191,853860_reviewed,0
851678_reviewed,855730_reviewed,1
851678_reviewed_mutant_7192,855730_reviewed,0
851678_reviewed,854229_reviewed,1
851678_reviewed,854229_reviewed_mutant_7193,0
851678_reviewed,856126_reviewed,1
851678_reviewed,856126_reviewed_mutant_7194,0
856723_reviewed,854229_reviewed,1
856723_reviewed,854229_reviewed_mutant_7195,0
856863_reviewed_mutant_7196,854229_reviewed,0
850549_reviewed,856723_reviewed,1
850549_reviewed,856723_reviewed_mutant_7197,0
850549_reviewed,855730_reviewed,1
850549_reviewed_mutant_7198,855730_reviewed,0
850549_reviewed,854229_reviewed,1
850551_reviewed,851530_reviewed,1
850551_reviewed,854381_reviewed,1
850551_reviewed,856723_reviewed,1
850551_reviewed_mutant_7203,856723_reviewed,0
850551_reviewed,855730_reviewed,1
850551_reviewed,855730_reviewed_mutant_7204,0
850551_reviewed,854673_reviewed_mutant_7205,0
850551_reviewed,850549_reviewed,1
850551_reviewed_mutant_7206,850549_reviewed,0
850551_reviewed,850652_reviewed,1
850551_reviewed_mutant_7207,850652_reviewed,0
853956_reviewed,854229_reviewed,1
853956_reviewed,854229_reviewed_mutant_7211,0
855613_reviewed,854229_reviewed,1
855613_reviewed,854229_reviewed_mutant_7213,0
854381_reviewed,851170_reviewed,1
854381_reviewed,851170_reviewed_mutant_7214,0
854381_reviewed,855730_reviewed,1
854381_reviewed,855730_reviewed_mutant_7215,0
854381_reviewed,854229_reviewed,1
854381_reviewed,854229_reviewed_mutant_7217,0
856126_reviewed,854381_reviewed,1
856126_reviewed,854381_reviewed_mutant_7221,0
856126_reviewed,854229_reviewed,1
856126_reviewed,854229_reviewed_mutant_7223,0
855439_reviewed,851200_reviewed,1
855439_reviewed,851200_reviewed_mutant_7224,0
852549_reviewed,850894_reviewed,1
852972_reviewed_mutant_7226,856095_reviewed,0
854725_reviewed,851220_reviewed,1
854725_reviewed,851220_reviewed_mutant_7227,0
855964_reviewed,855626_reviewed,1
852402_reviewed,851052_reviewed,1
852402_reviewed_mutant_7233,851052_reviewed,0
851324_reviewed,851086_reviewed,1
851324_reviewed_mutant_7234,851086_reviewed,0
851800_reviewed,856422_reviewed,1
851800_reviewed,856422_reviewed_mutant_7235,0
856824_reviewed,856422_reviewed,1
856824_reviewed_mutant_7236,856422_reviewed,0
853669_reviewed,855224_reviewed,1
853669_reviewed,855224_reviewed_mutant_7237,0
850877_reviewed,855224_reviewed,1
852371_reviewed,853128_reviewed,1
852371_reviewed,853128_reviewed_mutant_7239,0
855514_reviewed,853128_reviewed,1
855514_reviewed_mutant_7240,853128_reviewed,0
855514_reviewed,856024_reviewed,1
856603_reviewed,856228_reviewed,1
856603_reviewed,856228_reviewed_mutant_7242,0
855649_reviewed,851924_reviewed,1
855649_reviewed_mutant_7243,851924_reviewed,0
851678_reviewed,855789_reviewed,1
851678_reviewed_mutant_7245,855789_reviewed,0
850763_reviewed,854229_reviewed,1
850763_reviewed,854229_reviewed_mutant_7247,0
855789_reviewed,853860_reviewed,1
855789_reviewed,853860_reviewed_mutant_7249,0
855789_reviewed,850435_reviewed,1
855789_reviewed,850435_reviewed_mutant_7251,0
853065_reviewed,852685_reviewed,1
853065_reviewed,852685_reviewed_mutant_7254,0
851399_reviewed,851266_reviewed,1
851399_reviewed_mutant_7255,851266_reviewed,0
852402_reviewed,851477_reviewed,1
852402_reviewed,851477_reviewed_mutant_7257,0
852439_reviewed,851052_reviewed,1
852439_reviewed_mutant_7258,851052_reviewed,0
851897_reviewed,856453_reviewed,1
851897_reviewed_mutant_7259,856453_reviewed,0
855841_reviewed,856119_reviewed_mutant_7260,0
855841_reviewed,850506_reviewed,1
856882_reviewed,854791_reviewed,1
856882_reviewed,854791_reviewed_mutant_7263,0
854322_reviewed_mutant_7264,856208_reviewed,0
854322_reviewed_mutant_7265,853301_reviewed,0
852549_reviewed,856228_reviewed,1
852549_reviewed,856228_reviewed_mutant_7266,0
855897_reviewed,855543_reviewed,1
855897_reviewed,855543_reviewed_mutant_7267,0
851890_reviewed,852419_reviewed,1
851890_reviewed,852419_reviewed_mutant_7268,0
851890_reviewed,850320_reviewed,1
851890_reviewed_mutant_7269,850320_reviewed,0
854983_reviewed_mutant_7270,852419_reviewed,0
854303_reviewed,855841_reviewed,1
854303_reviewed,855841_reviewed_mutant_7271,0
856848_reviewed,856912_reviewed,1
856848_reviewed_mutant_7272,856912_reviewed,0
852749_reviewed,853892_reviewed,1
850872_reviewed,856912_reviewed,1
850872_reviewed,856912_reviewed_mutant_7276,0
856846_reviewed_mutant_7277,851162_reviewed,0
852107_reviewed,854078_reviewed,1
852107_reviewed,854078_reviewed_mutant_7281,0
852107_reviewed,855335_reviewed,1
852107_reviewed,852767_reviewed,1
852107_reviewed_mutant_7283,852767_reviewed,0
852107_reviewed,856723_reviewed,1
852107_reviewed_mutant_7284,856723_reviewed,0
852107_reviewed,855730_reviewed,1
852107_reviewed,855730_reviewed_mutant_7285,0
850549_reviewed,852107_reviewed,1
850549_reviewed,850682_reviewed,1
850549_reviewed_mutant_7287,850682_reviewed,0
853956_reviewed,855903_reviewed,1
853956_reviewed,855903_reviewed_mutant_7288,0
854078_reviewed,855730_reviewed,1
854078_reviewed_mutant_7290,855730_reviewed,0
854078_reviewed,854229_reviewed,1
854078_reviewed,854229_reviewed_mutant_7291,0
854446_reviewed_mutant_7292,850682_reviewed,0
853365_reviewed,850764_reviewed,1
853365_reviewed,850764_reviewed_mutant_7293,0
851447_reviewed,854023_reviewed,1
851447_reviewed,854023_reviewed_mutant_7296,0
854162_reviewed,852418_reviewed,1
854162_reviewed_mutant_7297,852418_reviewed,0
854162_reviewed,854732_reviewed,1
853554_reviewed,850358_reviewed,1
854697_reviewed,850905_reviewed,1
852457_reviewed,853503_reviewed,1
852457_reviewed,853503_reviewed_mutant_7303,0
853133_reviewed,855224_reviewed,1
853133_reviewed,855224_reviewed_mutant_7306,0
853540_reviewed,855224_reviewed,1
853365_reviewed,851575_reviewed,1
853365_reviewed_mutant_7309,851575_reviewed,0
850367_reviewed,855512_reviewed,1
850367_reviewed,855512_reviewed_mutant_7310,0
853613_reviewed,855512_reviewed,1
853613_reviewed_mutant_7311,855512_reviewed,0
850551_reviewed,854078_reviewed,1
850551_reviewed_mutant_7312,854078_reviewed,0
850551_reviewed,850304_reviewed,1
850551_reviewed,850304_reviewed_mutant_7313,0
855613_reviewed,850682_reviewed,1
855613_reviewed,850682_reviewed_mutant_7314,0
851568_reviewed,854382_reviewed,1
851568_reviewed,854382_reviewed_mutant_7315,0
850598_reviewed,854382_reviewed,1
850598_reviewed,854382_reviewed_mutant_7316,0
856317_reviewed_mutant_7317,856320_reviewed,0
856320_reviewed,852451_reviewed,1
856320_reviewed,852451_reviewed_mutant_7318,0
856422_reviewed,853705_reviewed,1
856422_reviewed,853705_reviewed_mutant_7319,0
850846_reviewed,856422_reviewed,1
850846_reviewed_mutant_7320,856422_reviewed,0
850846_reviewed,855998_reviewed,1
851678_reviewed,856485_reviewed,1
851678_reviewed,855972_reviewed,1
851678_reviewed_mutant_7323,855972_reviewed,0
856723_reviewed,855972_reviewed,1
856723_reviewed_mutant_7324,855972_reviewed,0
850551_reviewed,853682_reviewed,1
850551_reviewed_mutant_7325,853682_reviewed,0
856449_reviewed,855789_reviewed,1
856449_reviewed_mutant_7327,855789_reviewed,0
856449_reviewed,856126_reviewed,1
856449_reviewed,856126_reviewed_mutant_7328,0
856485_reviewed,855730_reviewed,1
856485_reviewed,855730_reviewed_mutant_7329,0
853956_reviewed,855972_reviewed,1
853956_reviewed,855972_reviewed_mutant_7331,0
855789_reviewed,856485_reviewed,1
854078_reviewed,856126_reviewed,1
856012_reviewed_mutant_7334,855972_reviewed,0
852865_reviewed,852371_reviewed,1
852865_reviewed,852371_reviewed_mutant_7335,0
854776_reviewed,854543_reviewed_mutant_7336,0
853774_reviewed,854992_reviewed,1
853774_reviewed_mutant_7337,854992_reviewed,0
851544_reviewed_mutant_7338,852675_reviewed,0
851544_reviewed_mutant_7339,854997_reviewed,0
854997_reviewed,856510_reviewed,1
854997_reviewed_mutant_7340,856510_reviewed,0
853346_reviewed,854475_reviewed,1
853346_reviewed,854475_reviewed_mutant_7341,0
851041_reviewed,854475_reviewed,1
856351_reviewed_mutant_7347,855591_reviewed,0
856351_reviewed_mutant_7348,856063_reviewed,0
856351_reviewed_mutant_7349,850893_reviewed,0
856351_reviewed_mutant_7351,855512_reviewed,0
855436_reviewed,855512_reviewed,1
855436_reviewed,855512_reviewed_mutant_7352,0
854078_reviewed,855512_reviewed,1
854078_reviewed,855512_reviewed_mutant_7353,0
856019_reviewed,855897_reviewed,1
856019_reviewed,855897_reviewed_mutant_7354,0
852947_reviewed,854912_reviewed,1
852947_reviewed_mutant_7355,854912_reviewed,0
855116_reviewed,856453_reviewed,1
855116_reviewed,856453_reviewed_mutant_7356,0
856844_reviewed,854691_reviewed,1
856844_reviewed,854691_reviewed_mutant_7358,0
856844_reviewed,853385_reviewed,1
856844_reviewed,853385_reviewed_mutant_7359,0
851678_reviewed,851052_reviewed,1
856848_reviewed,853071_reviewed,1
856848_reviewed,853071_reviewed_mutant_7361,0
855983_reviewed_mutant_7362,852394_reviewed,0
852382_reviewed,853503_reviewed,1
852382_reviewed_mutant_7363,853503_reviewed,0
850347_reviewed,852814_reviewed,1
850347_reviewed,852814_reviewed_mutant_7364,0
850347_reviewed,852001_reviewed,1
850347_reviewed,850744_reviewed,1
850347_reviewed,850744_reviewed_mutant_7366,0
852001_reviewed,853167_reviewed,1
852001_reviewed_mutant_7368,853167_reviewed,0
852814_reviewed,855821_reviewed,1
852814_reviewed,852001_reviewed,1
852814_reviewed_mutant_7372,852001_reviewed,0
852814_reviewed,850744_reviewed,1
852814_reviewed,850744_reviewed_mutant_7373,0
855005_reviewed,850347_reviewed,1
856183_reviewed,853167_reviewed,1
856183_reviewed_mutant_7378,853167_reviewed,0
856746_reviewed,854673_reviewed_mutant_7379,0
852402_reviewed,850963_reviewed,1
854819_reviewed,854777_reviewed,1
854819_reviewed_mutant_7382,854777_reviewed,0
850457_reviewed,855624_reviewed,1
850457_reviewed,855624_reviewed_mutant_7383,0
856126_reviewed,850682_reviewed,1
856126_reviewed_mutant_7386,850682_reviewed,0
854935_reviewed,852530_reviewed,1
852439_reviewed,855972_reviewed,1
852439_reviewed,855972_reviewed_mutant_7388,0
850551_reviewed,855335_reviewed,1
850551_reviewed,855335_reviewed_mutant_7390,0
852767_reviewed,856126_reviewed,1
852767_reviewed,856126_reviewed_mutant_7391,0
853956_reviewed,851575_reviewed,1
853956_reviewed_mutant_7392,851575_reviewed,0
855664_reviewed,855972_reviewed,1
855664_reviewed,855972_reviewed_mutant_7393,0
855547_reviewed_mutant_7395,855613_reviewed,0
856126_reviewed,850716_reviewed,1
856126_reviewed_mutant_7396,850716_reviewed,0
851723_reviewed,855485_reviewed,1
851723_reviewed,855485_reviewed_mutant_7397,0
852549_reviewed,853128_reviewed,1
852549_reviewed,853128_reviewed_mutant_7398,0
852549_reviewed,855628_reviewed_mutant_7399,0
852972_reviewed_mutant_7400,853128_reviewed,0
853071_reviewed,851152_reviewed,1
853071_reviewed,851152_reviewed_mutant_7404,0
856911_reviewed,851771_reviewed,1
852549_reviewed,855512_reviewed,1
851924_reviewed,855512_reviewed,1
852060_reviewed_mutant_7409,855512_reviewed,0
853029_reviewed,855512_reviewed,1
856267_reviewed,855512_reviewed,1
856267_reviewed,855512_reviewed_mutant_7411,0
851678_reviewed,855512_reviewed,1
851678_reviewed_mutant_7412,855512_reviewed,0
854119_reviewed,851408_reviewed,1
854119_reviewed_mutant_7417,851408_reviewed,0
850846_reviewed,851193_reviewed,1
850846_reviewed_mutant_7418,851193_reviewed,0
850846_reviewed,850877_reviewed,1
850846_reviewed_mutant_7419,850877_reviewed,0
850846_reviewed,852113_reviewed,1
850877_reviewed,851193_reviewed,1
850877_reviewed_mutant_7421,851193_reviewed,0
852814_reviewed,855276_reviewed,1
852814_reviewed_mutant_7423,855276_reviewed,0
855005_reviewed,852766_reviewed,1
855005_reviewed,852766_reviewed_mutant_7424,0
856846_reviewed_mutant_7425,851048_reviewed,0
855841_reviewed,855143_reviewed,1
855841_reviewed,855143_reviewed_mutant_7426,0
853065_reviewed,851513_reviewed,1
853065_reviewed,851513_reviewed_mutant_7427,0
854935_reviewed,851824_reviewed,1
854935_reviewed,851824_reviewed_mutant_7429,0
853752_reviewed,856237_reviewed,1
853752_reviewed_mutant_7430,856237_reviewed,0
852410_reviewed_mutant_7432,853271_reviewed,0
850829_reviewed,850829_reviewed,1
855386_reviewed,855386_reviewed,1
855386_reviewed_mutant_7434,855386_reviewed,0
855097_reviewed,855097_reviewed,1
855097_reviewed_mutant_7435,855097_reviewed,0
851752_reviewed,855478_reviewed,1
851752_reviewed_mutant_7436,855478_reviewed,0
851752_reviewed,853528_reviewed,1
851752_reviewed,853528_reviewed_mutant_7438,0
856458_reviewed,853539_reviewed,1
856458_reviewed_mutant_7440,853539_reviewed,0
851904_reviewed,853539_reviewed,1
855859_reviewed,850328_reviewed,1
855859_reviewed,850328_reviewed_mutant_7444,0
854806_reviewed,854806_reviewed,1
854806_reviewed,854806_reviewed_mutant_7445,0
855386_reviewed,853650_reviewed,1
855386_reviewed,853650_reviewed_mutant_7446,0
853650_reviewed,852392_reviewed,1
853650_reviewed,852392_reviewed_mutant_7447,0
851788_reviewed,852392_reviewed,1
851788_reviewed,852392_reviewed_mutant_7448,0
853041_reviewed,853551_reviewed,1
853041_reviewed_mutant_7449,853551_reviewed,0
852088_reviewed,853167_reviewed,1
852088_reviewed_mutant_7450,853167_reviewed,0
853167_reviewed,851592_reviewed,1
853167_reviewed,851592_reviewed_mutant_7451,0
850543_reviewed,856144_reviewed,1
850543_reviewed_mutant_7452,856144_reviewed,0
850543_reviewed,852892_reviewed,1
850543_reviewed,852892_reviewed_mutant_7453,0
856895_reviewed,854072_reviewed,1
856895_reviewed_mutant_7454,854072_reviewed,0
856076_reviewed,856515_reviewed,1
856076_reviewed_mutant_7455,856515_reviewed,0
856076_reviewed,850334_reviewed,1
856076_reviewed,850334_reviewed_mutant_7456,0
856076_reviewed,851126_reviewed,1
856076_reviewed_mutant_7458,851126_reviewed,0
856076_reviewed,855201_reviewed,1
856076_reviewed_mutant_7459,855201_reviewed,0
856076_reviewed,850572_reviewed,1
856076_reviewed,850572_reviewed_mutant_7461,0
855427_reviewed,856515_reviewed,1
855427_reviewed,856515_reviewed_mutant_7462,0
856886_reviewed,854886_reviewed,1
856886_reviewed_mutant_7463,854886_reviewed,0
852322_reviewed,856351_reviewed_mutant_7464,0
853418_reviewed,855240_reviewed,1
852866_reviewed,855968_reviewed,1
852866_reviewed_mutant_7467,855968_reviewed,0
853667_reviewed,850620_reviewed_mutant_7468,0
856559_reviewed,850826_reviewed,1
856559_reviewed,850826_reviewed_mutant_7470,0
856559_reviewed,852529_reviewed,1
855496_reviewed,852457_reviewed,1
855496_reviewed,852457_reviewed_mutant_7472,0
851371_reviewed,855356_reviewed_mutant_7473,0
855927_reviewed,852593_reviewed,1
855927_reviewed,852593_reviewed_mutant_7476,0
851494_reviewed,855198_reviewed,1
851494_reviewed,855198_reviewed_mutant_7477,0
855130_reviewed,855136_reviewed,1
855130_reviewed_mutant_7478,855136_reviewed,0
854495_reviewed,855600_reviewed,1
854495_reviewed,855600_reviewed_mutant_7479,0
851392_reviewed,854294_reviewed,1
851392_reviewed,851985_reviewed_mutant_7482,0
856191_reviewed,850325_reviewed,1
856191_reviewed_mutant_7483,850325_reviewed,0
852100_reviewed_mutant_7485,850980_reviewed,0
852100_reviewed_mutant_7487,854656_reviewed,0
852100_reviewed_mutant_7490,855067_reviewed,0
852100_reviewed_mutant_7492,852501_reviewed,0
852100_reviewed_mutant_7496,856130_reviewed,0
855621_reviewed,854656_reviewed,1
855621_reviewed,854656_reviewed_mutant_7498,0
854016_reviewed,855104_reviewed,1
854016_reviewed_mutant_7499,855104_reviewed,0
854162_reviewed,855470_reviewed_mutant_7500,0
855470_reviewed_mutant_7502,854999_reviewed,0
855470_reviewed_mutant_7504,854791_reviewed,0
855470_reviewed_mutant_7505,853301_reviewed,0
854791_reviewed,852042_reviewed,1
854791_reviewed_mutant_7508,852042_reviewed,0
853301_reviewed,850440_reviewed,1
854742_reviewed,854742_reviewed,1
854742_reviewed_mutant_7510,854742_reviewed,0
852892_reviewed,854742_reviewed,1
852892_reviewed_mutant_7511,854742_reviewed,0
853167_reviewed,854068_reviewed,1
853167_reviewed_mutant_7512,854068_reviewed,0
853167_reviewed,855025_reviewed,1
853167_reviewed_mutant_7513,855025_reviewed,0
853167_reviewed,853805_reviewed,1
853167_reviewed_mutant_7514,853805_reviewed,0
853167_reviewed,855245_reviewed,1
853167_reviewed_mutant_7515,855245_reviewed,0
853167_reviewed,855005_reviewed,1
853167_reviewed,855005_reviewed_mutant_7516,0
853167_reviewed,853757_reviewed,1
853167_reviewed,853757_reviewed_mutant_7517,0
853167_reviewed,852421_reviewed,1
853167_reviewed_mutant_7519,852421_reviewed,0
853167_reviewed,850506_reviewed,1
856870_reviewed,851202_reviewed,1
856870_reviewed_mutant_7521,851202_reviewed,0
856870_reviewed,852088_reviewed,1
852351_reviewed,852233_reviewed,1
852351_reviewed_mutant_7525,852233_reviewed,0
852351_reviewed,855449_reviewed,1
852351_reviewed,855449_reviewed_mutant_7526,0
853350_reviewed,850521_reviewed,1
853350_reviewed_mutant_7533,850521_reviewed,0
853350_reviewed,851660_reviewed,1
853350_reviewed,851660_reviewed_mutant_7534,0
853350_reviewed,856275_reviewed,1
853350_reviewed,856275_reviewed_mutant_7535,0
853350_reviewed,850652_reviewed,1
853350_reviewed_mutant_7536,850652_reviewed,0
850568_reviewed,851676_reviewed,1
850568_reviewed_mutant_7538,851676_reviewed,0
850568_reviewed,856921_reviewed,1
850568_reviewed_mutant_7539,856921_reviewed,0
850568_reviewed,856897_reviewed,1
850568_reviewed,856897_reviewed_mutant_7540,0
850568_reviewed,854957_reviewed,1
850568_reviewed,854957_reviewed_mutant_7541,0
850568_reviewed,851412_reviewed,1
850568_reviewed,854758_reviewed,1
850568_reviewed,853036_reviewed,1
850568_reviewed,850438_reviewed,1
850568_reviewed_mutant_7545,850438_reviewed,0
850568_reviewed,851016_reviewed,1
850568_reviewed_mutant_7546,851016_reviewed,0
852984_reviewed,854544_reviewed,1
852984_reviewed,854544_reviewed_mutant_7547,0
852984_reviewed,855567_reviewed,1
852984_reviewed,853686_reviewed,1
852984_reviewed_mutant_7549,853686_reviewed,0
852984_reviewed,855201_reviewed,1
852984_reviewed_mutant_7550,855201_reviewed,0
852984_reviewed,855622_reviewed,1
852984_reviewed,853369_reviewed,1
852984_reviewed,855739_reviewed,1
852984_reviewed,855739_reviewed_mutant_7553,0
852984_reviewed,856207_reviewed,1
852984_reviewed,856207_reviewed_mutant_7554,0
852984_reviewed,855953_reviewed_mutant_7555,0
852984_reviewed,854671_reviewed,1
852984_reviewed,851543_reviewed,1
852984_reviewed,851543_reviewed_mutant_7557,0
852984_reviewed,855280_reviewed_mutant_7558,0
852984_reviewed,855783_reviewed_mutant_7559,0
852984_reviewed,855222_reviewed_mutant_7560,0
852984_reviewed,852405_reviewed,1
852984_reviewed,852405_reviewed_mutant_7562,0
852984_reviewed,851812_reviewed,1
852984_reviewed,851812_reviewed_mutant_7563,0
852265_reviewed,856895_reviewed,1
852265_reviewed,856895_reviewed_mutant_7565,0
852265_reviewed,853990_reviewed,1
852265_reviewed,853990_reviewed_mutant_7566,0
852265_reviewed,854450_reviewed,1
852265_reviewed_mutant_7567,854450_reviewed,0
856482_reviewed,855449_reviewed,1
855409_reviewed,852526_reviewed,1
855409_reviewed,852526_reviewed_mutant_7571,0
851533_reviewed,853361_reviewed,1
851533_reviewed_mutant_7574,853361_reviewed,0
853744_reviewed,854068_reviewed,1
855950_reviewed,855418_reviewed,1
855950_reviewed,855418_reviewed_mutant_7576,0
855950_reviewed,851859_reviewed,1
855950_reviewed,851859_reviewed_mutant_7577,0
853522_reviewed,855171_reviewed,1
853522_reviewed,855171_reviewed_mutant_7578,0
852719_reviewed,855535_reviewed,1
852719_reviewed_mutant_7579,855535_reviewed,0
855170_reviewed,855336_reviewed,1
855170_reviewed_mutant_7580,855336_reviewed,0
856081_reviewed_mutant_7582,853508_reviewed,0
855256_reviewed,856155_reviewed,1
855256_reviewed_mutant_7583,856155_reviewed,0
852088_reviewed,855725_reviewed,1
852088_reviewed_mutant_7584,855725_reviewed,0
852088_reviewed,856535_reviewed,1
852088_reviewed_mutant_7585,856535_reviewed,0
852088_reviewed,856624_reviewed,1
852088_reviewed_mutant_7586,856624_reviewed,0
852088_reviewed,850578_reviewed,1
852088_reviewed,855970_reviewed,1
852088_reviewed,855970_reviewed_mutant_7588,0
852088_reviewed,853365_reviewed,1
852088_reviewed,856352_reviewed,1
852088_reviewed,856352_reviewed_mutant_7590,0
856382_reviewed,855884_reviewed,1
856382_reviewed,855884_reviewed_mutant_7592,0
856382_reviewed,852665_reviewed_mutant_7593,0
856382_reviewed,851024_reviewed,1
853252_reviewed,851271_reviewed,1
853252_reviewed,851271_reviewed_mutant_7595,0
853252_reviewed,853824_reviewed,1
853252_reviewed_mutant_7596,853824_reviewed,0
853275_reviewed,854957_reviewed,1
853275_reviewed,851564_reviewed,1
853275_reviewed,851564_reviewed_mutant_7598,0
853275_reviewed,855236_reviewed,1
853275_reviewed,853300_reviewed,1
853275_reviewed_mutant_7600,853300_reviewed,0
853275_reviewed,850824_reviewed,1
853275_reviewed_mutant_7601,850824_reviewed,0
853275_reviewed,852193_reviewed,1
853275_reviewed,852193_reviewed_mutant_7602,0
855898_reviewed,855171_reviewed,1
851834_reviewed_mutant_7605,855171_reviewed,0
851834_reviewed_mutant_7606,850437_reviewed,0
856537_reviewed,855201_reviewed,1
856537_reviewed_mutant_7607,855201_reviewed,0
856537_reviewed,852755_reviewed,1
856537_reviewed_mutant_7608,852755_reviewed,0
856537_reviewed,852248_reviewed,1
856537_reviewed_mutant_7609,852248_reviewed,0
856537_reviewed,854525_reviewed_mutant_7610,0
856537_reviewed,856231_reviewed_mutant_7611,0
855568_reviewed,855449_reviewed,1
855568_reviewed_mutant_7612,855449_reviewed,0
855568_reviewed,851126_reviewed,1
855568_reviewed,852606_reviewed,1
855568_reviewed,852606_reviewed_mutant_7614,0
855568_reviewed,854450_reviewed,1
855568_reviewed_mutant_7615,854450_reviewed,0
855962_reviewed,851660_reviewed,1
855962_reviewed_mutant_7616,851660_reviewed,0
855474_reviewed,855474_reviewed,1
855474_reviewed_mutant_7617,855474_reviewed,0
850875_reviewed,855343_reviewed,1
850875_reviewed,855343_reviewed_mutant_7618,0
