852721_reviewed	cellular response to glucose starvation
851805_reviewed	intracellular distribution of mitochondria
851847_reviewed	anaphase-promoting complex assembly
856823_reviewed	negative regulation of endoplasmic reticulum unfolded protein response
855975_reviewed	chromatin remodeling
856847_reviewed	cellular response to heat
850692_reviewed	cellular hyperosmotic response
850436_reviewed	p38MAPK cascade
852790_reviewed	double-strand break repair via nonhomologous end joining
854166_reviewed	cell division
856208_reviewed	protein ubiquitination
851721_reviewed	nuclear protein quality control by the ubiquitin-proteasome system
855036_reviewed	chromatin organization
856837_reviewed	ERAD pathway
850572_reviewed	glycogen biosynthetic process
851802_reviewed	cellular response to ethanol
851440_reviewed	mitotic cytokinetic process
852984_reviewed	exit from mitosis
851994_reviewed	DNA catabolic process
852395_reviewed	DNA damage response
851834_reviewed	G1/S transition of mitotic cell cycle
852214_reviewed	DNA-templated transcription
855674_reviewed	fungal-type cell wall organization or biogenesis
852265_reviewed	cell division
853513_reviewed	cell division
854066_reviewed	double-strand break repair via homologous recombination
854387_reviewed	chemotropism
856394_reviewed	G protein-coupled receptor signaling pathway
851706_reviewed	cellular response to amino acid starvation
856647_reviewed	cellular response to amino acid starvation
854550_reviewed	DNA damage checkpoint signaling
854093_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
855522_reviewed	negative regulation of transcription by RNA polymerase II
856375_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
856836_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
850962_reviewed	glycogen biosynthetic process
852782_reviewed	cell division
852881_reviewed	anaphase-promoting complex-dependent catabolic process
856514_reviewed	actin filament organization
854183_reviewed	cellular response to glucose stimulus
854441_reviewed	intracellular monoatomic ion homeostasis
851327_reviewed	DNA alkylation repair
854507_reviewed	cortical actin cytoskeleton organization
852719_reviewed	cellular response to oxidative stress
851594_reviewed	DNA repair
851860_reviewed	iron-sulfur cluster assembly
855631_reviewed	endocytosis
854744_reviewed	deoxyribonucleotide biosynthetic process
856801_reviewed	deoxyribonucleotide biosynthetic process
853957_reviewed	cellular response to heat
852101_reviewed	cell integrity MAPK cascade
850703_reviewed	maintenance of RNA location
852701_reviewed	maintenance of RNA location
855636_reviewed	CENP-A containing chromatin assembly
851666_reviewed	DNA damage tolerance
851030_reviewed	cell division
856559_reviewed	DNA double-strand break attachment to nuclear envelope
853400_reviewed	cell division
852494_reviewed	chromatin organization
855972_reviewed	cytoplasmic translation
856574_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
851163_reviewed	DNA replication initiation
853475_reviewed	negative regulation of transcription by RNA polymerase II
853976_reviewed	heterochromatin formation
855495_reviewed	endocytosis
856289_reviewed	glycogen catabolic process
853313_reviewed	actin filament organization
851740_reviewed	fungal-type cell wall organization or biogenesis
856515_reviewed	cellular bud neck septin ring organization
855607_reviewed	cellular bud neck septin ring organization
851216_reviewed	intracellular signal transduction
855144_reviewed	cell division
856738_reviewed	cell division
854156_reviewed	chromatin organization
854206_reviewed	autophagy
853876_reviewed	cellular response to amino acid stimulus
852369_reviewed	endocytic recycling
850485_reviewed	amino acid metabolic process
855120_reviewed	'de novo' pyridoxal 5'-phosphate biosynthetic process
855383_reviewed	amino acid metabolic process
855382_reviewed	L-glutamine catabolic process
852819_reviewed	attachment of spindle microtubules to kinetochore
853909_reviewed	attachment of spindle microtubules to kinetochore
852638_reviewed	cyanamide metabolic process
852723_reviewed	lysine biosynthetic process via aminoadipic acid
851091_reviewed	DNA recombinase assembly
854674_reviewed	DNA recombinase assembly
852573_reviewed	TORC2 signaling
852676_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
851657_reviewed	protein secretion
851034_reviewed	ER-dependent peroxisome organization
852090_reviewed	ER-dependent peroxisome organization
853654_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
855048_reviewed	actin filament bundle assembly
856887_reviewed	protein deubiquitination
855463_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852732_reviewed	autophagy
852715_reviewed	vesicle-mediated transport
851039_reviewed	NAD+ biosynthetic process
852893_reviewed	NAD+ biosynthetic process
853016_reviewed	mRNA transport
855339_reviewed	actin filament-based movement
856530_reviewed	actin filament-based movement
856576_reviewed	autophagosome assembly
855741_reviewed	autophagosome assembly
854810_reviewed	proteasome regulatory particle assembly
853304_reviewed	glycogen biosynthetic process
853566_reviewed	ATP export
856105_reviewed	ATP export
852952_reviewed	'de novo' IMP biosynthetic process
851102_reviewed	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process
856315_reviewed	autophagosome assembly
852695_reviewed	autophagosome assembly
855954_reviewed	aggrephagy
851683_reviewed	actin filament-based movement
855077_reviewed	cell division
856458_reviewed	Cdc42 protein signal transduction
854191_reviewed	mitotic DNA integrity checkpoint signaling
851306_reviewed	cell division
851655_reviewed	negative regulation of telomere maintenance via telomerase
853422_reviewed	cell division
851420_reviewed	actin filament organization
851545_reviewed	cell division
850790_reviewed	ergosterol biosynthetic process
850819_reviewed	protein neddylation
851083_reviewed	mitochondrial fusion
852643_reviewed	homologous chromosome pairing at meiosis
850361_reviewed	carbohydrate metabolic process
851191_reviewed	cell division
855680_reviewed	actin cytoskeleton organization
854850_reviewed	allantoin catabolic process
856926_reviewed	chromosome organization involved in meiotic cell cycle
854656_reviewed	DNA replication initiation
856736_reviewed	2-micrometer plasmid partitioning
851787_reviewed	DNA recombination
854352_reviewed	fatty acid beta-oxidation
850990_reviewed	fatty acid beta-oxidation
852474_reviewed	pantothenate biosynthetic process
853589_reviewed	actin cytoskeleton organization
854278_reviewed	nucleotide metabolic process
853434_reviewed	establishment of mitotic sister chromatid cohesion
851059_reviewed	fructose 2,6-bisphosphate metabolic process
856035_reviewed	Golgi to endosome transport
854557_reviewed	glutamate biosynthetic process
855297_reviewed	mRNA export from nucleus
855488_reviewed	actin cytoskeleton organization
852334_reviewed	ascospore wall assembly
854822_reviewed	actin cortical patch assembly
852809_reviewed	cardiolipin metabolic process
854918_reviewed	cellular response to amino acid stimulus
853334_reviewed	maintenance of protein location in nucleus
856852_reviewed	DNA damage response
855900_reviewed	glycerol biosynthetic process
854537_reviewed	aerobic respiration
856591_reviewed	ascospore wall assembly
852683_reviewed	meiotic cell cycle
851701_reviewed	phospholipid biosynthetic process
851580_reviewed	inositol phosphate biosynthetic process
851700_reviewed	exocytosis
852049_reviewed	homologous chromosome segregation
850447_reviewed	attachment of mitotic spindle microtubules to kinetochore
852948_reviewed	cellular response to amino acid stimulus
853854_reviewed	DNA-templated transcription
856159_reviewed	attachment of spindle microtubules to kinetochore
851935_reviewed	protein export from nucleus
851724_reviewed	exit from mitosis
854977_reviewed	mRNA transport
851470_reviewed	cell division
855184_reviewed	cell division
855929_reviewed	actin filament-based movement
854662_reviewed	attachment of mitotic spindle microtubules to kinetochore
850974_reviewed	cellular response to starvation
854085_reviewed	attachment of mitotic spindle microtubules to kinetochore
856842_reviewed	mRNA transport
852703_reviewed	amyloid fibril formation
854443_reviewed	cell division
850956_reviewed	cell division
852743_reviewed	glycogen metabolic process
851430_reviewed	cell cycle G1/S phase transition
856565_reviewed	protein import into peroxisome matrix
853154_reviewed	protein import into peroxisome matrix
852657_reviewed	positive regulation of macroautophagy
855882_reviewed	glycogen metabolic process
851375_reviewed	cell division
855970_reviewed	cell wall organization
852169_reviewed	cellular bud neck septin ring organization
851648_reviewed	DNA recombinase assembly
856294_reviewed	(1->3)-beta-D-glucan biosynthetic process
853929_reviewed	actin filament organization
853556_reviewed	meiotic cell cycle
853428_reviewed	nucleolar large rRNA transcription by RNA polymerase I
852269_reviewed	nucleolar large rRNA transcription by RNA polymerase I
850392_reviewed	retrograde transport, endosome to Golgi
854071_reviewed	macroautophagy
852405_reviewed	actin cortical patch assembly
852700_reviewed	DNA catabolic process
852622_reviewed	G1/S transition of mitotic cell cycle
851314_reviewed	COPII-coated vesicle budding
852121_reviewed	amino acid transmembrane transport
850921_reviewed	protein ubiquitination
856167_reviewed	ascospore wall assembly
850515_reviewed	G2/M transition of mitotic cell cycle
855121_reviewed	amino acid metabolic process
850484_reviewed	pyridoxal phosphate biosynthetic process
851782_reviewed	attachment of spindle microtubules to kinetochore
856364_reviewed	homologous chromosome pairing at meiosis
851804_reviewed	actomyosin contractile ring assembly
850771_reviewed	nucleobase-containing compound metabolic process
856590_reviewed	ascospore wall assembly
850325_reviewed	establishment of cell polarity
853936_reviewed	transcription by RNA polymerase II
853017_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
853047_reviewed	thiamine biosynthetic process
855273_reviewed	nucleolar large rRNA transcription by RNA polymerase I
856692_reviewed	'de novo' pyrimidine nucleobase biosynthetic process
855746_reviewed	CTP salvage
851583_reviewed	CTP salvage
852660_reviewed	amphisome-lysosome fusion
854273_reviewed	amphisome-lysosome fusion
855458_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855830_reviewed	proteolysis
856457_reviewed	vacuolar acidification
851168_reviewed	endosomal lumen acidification
854300_reviewed	endocytic recycling
854235_reviewed	endocytic recycling
851135_reviewed	ATP export
852341_reviewed	positive regulation of ferroptosis
851596_reviewed	positive regulation of ferroptosis
852529_reviewed	DNA-templated DNA replication
850826_reviewed	DNA damage response
854701_reviewed	actin cytoskeleton organization
850360_reviewed	positive regulation of ferroptosis
851497_reviewed	protein import into nucleus
850787_reviewed	amino acid catabolic process
851469_reviewed	maintenance of rDNA
851445_reviewed	autophagy of mitochondrion
853416_reviewed	autophagy of mitochondrion
851324_reviewed	fungal-type cell wall organization
852949_reviewed	axial cellular bud site selection
851359_reviewed	ascospore wall assembly
854062_reviewed	ascospore-type prospore membrane formation
851590_reviewed	rDNA heterochromatin formation
851688_reviewed	chromatin organization
851621_reviewed	intracellular sterol transport
850603_reviewed	(1->6)-beta-D-glucan biosynthetic process
856287_reviewed	(1->6)-beta-D-glucan biosynthetic process
850608_reviewed	'de novo' NAD+ biosynthetic process from L-tryptophan
852830_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
851284_reviewed	protein transport
852908_reviewed	tRNA modification
852960_reviewed	ubiquitin-dependent endocytosis
853020_reviewed	negative regulation of transcription by RNA polymerase II
856505_reviewed	protein localization to endosome
852504_reviewed	cell wall mannoprotein biosynthetic process
856511_reviewed	cell budding
853399_reviewed	ERAD pathway
853332_reviewed	mitochondrial fission
853481_reviewed	L-methionine salvage from methylthioadenosine
853535_reviewed	mitotic sister chromatid cohesion
850944_reviewed	mitotic sister chromatid cohesion
854436_reviewed	establishment of mitotic sister chromatid cohesion
853601_reviewed	cellular response to heat
853834_reviewed	chromatin organization
852273_reviewed	clathrin-coated vesicle cargo loading, AP-1-mediated
850677_reviewed	actin filament-based movement
855806_reviewed	protein monoubiquitination
850669_reviewed	alkanesulfonate catabolic process
851025_reviewed	attachment of spindle microtubules to kinetochore
853465_reviewed	apoptotic process
855090_reviewed	establishment or maintenance of actin cytoskeleton polarity
855250_reviewed	medium-chain fatty acid biosynthetic process
855360_reviewed	protein urmylation
854212_reviewed	glucose metabolic process
853869_reviewed	cysteine biosynthetic process
854038_reviewed	cell morphogenesis involved in conjugation with cellular fusion
854168_reviewed	post-translational protein targeting to endoplasmic reticulum membrane
854306_reviewed	positive regulation of protein autoubiquitination
855633_reviewed	negative regulation of translation
854201_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
856220_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
851737_reviewed	actin filament-based process
852001_reviewed	chromatin organization
854082_reviewed	cellular bud site selection
854843_reviewed	anaphase-promoting complex-dependent catabolic process
854423_reviewed	anaphase-promoting complex-dependent catabolic process
853814_reviewed	cell division
854773_reviewed	deadenylation-dependent decapping of nuclear-transcribed mRNA
851554_reviewed	anaphase-promoting complex-dependent catabolic process
851696_reviewed	anaphase-promoting complex-dependent catabolic process
850792_reviewed	anaphase-promoting complex-dependent catabolic process
851741_reviewed	mRNA cis splicing, via spliceosome
855204_reviewed	kinetochore assembly
850768_reviewed	G1/S transition of mitotic cell cycle
855512_reviewed	'de novo' cotranslational protein folding
854319_reviewed	mRNA splicing, via spliceosome
854904_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
856901_reviewed	autophagy
852879_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
852649_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
855687_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
855676_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
853576_reviewed	attachment of spindle microtubules to kinetochore
852787_reviewed	homologous chromosome orientation in meiotic metaphase I
850764_reviewed	cytoplasmic translation
856217_reviewed	cytoplasmic translation
853674_reviewed	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
851636_reviewed	cytoplasmic translation
854939_reviewed	cytoplasmic translation
855543_reviewed	cytoplasmic translation
852487_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853851_reviewed	mRNA 3'-end processing
855967_reviewed	chromosome segregation
852612_reviewed	cell division
853630_reviewed	tRNA export from nucleus
854357_reviewed	nucleus organization
854655_reviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
851905_reviewed	mitotic cell cycle
855892_reviewed	attachment of meiotic spindle microtubules to kinetochore
853551_reviewed	apoptotic process
852453_reviewed	activation of protein kinase activity
854673_reviewed	cytoplasmic translation
854844_reviewed	ascospore wall assembly
853587_reviewed	cytoplasmic translation
854263_reviewed	cytoplasmic translation
856024_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
851162_reviewed	cytoplasmic translation
851403_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
855611_reviewed	alternative mRNA splicing, via spliceosome
850636_reviewed	cellular response to starvation
852724_reviewed	protein import into peroxisome matrix, docking
851858_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
855041_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
850888_reviewed	protein import into peroxisome matrix, docking
855507_reviewed	protein import into peroxisome matrix, docking
851831_reviewed	protein import into peroxisome matrix
852968_reviewed	protein import into peroxisome matrix
853219_reviewed	protein import into peroxisome matrix
851531_reviewed	mRNA 5'-splice site recognition
850624_reviewed	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853937_reviewed	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
856453_reviewed	chromatin remodeling
855998_reviewed	autophagy
850633_reviewed	cellular heat acclimation
853161_reviewed	DNA-templated transcription initiation
852947_reviewed	chromatin remodeling
855055_reviewed	cellular response to pheromone
856201_reviewed	DNA-templated transcription initiation
855665_reviewed	chromatin remodeling
852228_reviewed	DNA-templated transcription
851645_reviewed	chromatin remodeling
854431_reviewed	cell division
852532_reviewed	chromatin remodeling
854966_reviewed	chromatin remodeling
853773_reviewed	attachment of mitotic spindle microtubules to kinetochore
853817_reviewed	2-micrometer plasmid partitioning
850774_reviewed	chromatin remodeling
850405_reviewed	axial cellular bud site selection
853283_reviewed	cell division
853244_reviewed	cell division
856682_reviewed	iron-sulfur cluster assembly
854407_reviewed	intracellular protein transport
850585_reviewed	autophagy of mitochondrion
851803_reviewed	DNA damage checkpoint signaling
851680_reviewed	invasive growth in response to glucose limitation
854790_reviewed	intracellular protein transport
853746_reviewed	base-excision repair
853692_reviewed	fungal-type cell wall organization
851400_reviewed	cell division
855860_reviewed	inositol phosphate biosynthetic process
851049_reviewed	hyperosmotic response
852325_reviewed	cell redox homeostasis
854622_reviewed	aerobic respiration
850935_reviewed	DNA recombination
855407_reviewed	G1/S transition of mitotic cell cycle
851658_reviewed	actin cytoskeleton organization
854697_reviewed	COPII-coated vesicle cargo loading
855834_reviewed	mitotic actomyosin contractile ring assembly
855574_reviewed	post-chaperonin tubulin folding pathway
854889_reviewed	homologous chromosome segregation
852455_reviewed	cell division
853729_reviewed	actin cortical patch localization
851148_reviewed	actin cortical patch localization
855157_reviewed	regulation of DNA-templated transcription
851762_reviewed	subtelomeric heterochromatin formation
854388_reviewed	chromatin remodeling
852275_reviewed	chromatin organization
854203_reviewed	chromatin organization
852989_reviewed	actin cytoskeleton organization
851406_reviewed	autophagosome assembly
851151_reviewed	cytoplasm to vacuole targeting by the Cvt pathway
854076_reviewed	establishment or maintenance of actin cytoskeleton polarity
855726_reviewed	establishment or maintenance of actin cytoskeleton polarity
854666_reviewed	axial cellular bud site selection
853974_reviewed	positive regulation of transcription by RNA polymerase II
851452_reviewed	cell differentiation
854555_reviewed	astral microtubule organization
854373_reviewed	cellular response to glucose starvation
855859_reviewed	establishment of spindle localization
855787_reviewed	negative regulation of mitophagy
856895_reviewed	negative regulation of mitophagy
852180_reviewed	cell division
850589_reviewed	cell division
850775_reviewed	cell division
853100_reviewed	macroautophagy
852794_reviewed	activation of mitotic cell cycle spindle assembly checkpoint
853554_reviewed	axial cellular bud site selection
853908_reviewed	mitochondrial fission
852018_reviewed	chromosome segregation
851691_reviewed	cell division
852697_reviewed	intracellular mRNA localization
851624_reviewed	cell division
855418_reviewed	cellular bud site selection
850793_reviewed	DNA replication
850297_reviewed	cellular response to osmotic stress
855448_reviewed	DNA repair
852765_reviewed	DNA replication
853504_reviewed	cell division
855238_reviewed	karyogamy involved in conjugation with cellular fusion
856263_reviewed	cell division
856237_reviewed	cell division
855524_reviewed	cell wall organization or biogenesis
851623_reviewed	cell division
854211_reviewed	mRNA export from nucleus
856548_reviewed	dTMP biosynthetic process
853381_reviewed	chromatin remodeling
853355_reviewed	DNA replication checkpoint signaling
852650_reviewed	deadenylation-dependent decapping of nuclear-transcribed mRNA
856070_reviewed	'de novo' cotranslational protein folding
856600_reviewed	'de novo' cotranslational protein folding
850400_reviewed	fatty acid elongation
851547_reviewed	sphingolipid metabolic process
851087_reviewed	fatty acid biosynthetic process
854198_reviewed	DNA double-strand break processing
854495_reviewed	long-chain fatty acid import into cell
852329_reviewed	long-chain fatty acid import into cell
855288_reviewed	long-chain fatty acid import into cell
855656_reviewed	chromatin remodeling
854554_reviewed	G2/M transition of mitotic cell cycle
851979_reviewed	regulation of signal transduction
852477_reviewed	intracellular distribution of mitochondria
854386_reviewed	cristae formation
854350_reviewed	glycogen biosynthetic process
851572_reviewed	galactose metabolic process
854954_reviewed	galactose metabolic process
855663_reviewed	tRNA methylation
853317_reviewed	tRNA methylation
856478_reviewed	endoplasmic reticulum unfolded protein response
855555_reviewed	protein localization to cell division site
855171_reviewed	cellular response to glucose starvation
852340_reviewed	cellular response to glucose stimulus
853901_reviewed	vesicle-mediated transport
853488_reviewed	actin cytoskeleton organization
856741_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
851527_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
851432_reviewed	nucleotide metabolic process
852480_reviewed	cellular response to osmotic stress
854738_reviewed	activation of reciprocal meiotic recombination
850968_reviewed	homologous chromosome pairing at meiosis
852850_reviewed	homologous chromosome pairing at meiosis
852692_reviewed	homologous chromosome pairing at meiosis
852639_reviewed	D-glucose import
850741_reviewed	chromatin remodeling
853418_reviewed	detection of unfolded protein
850784_reviewed	chromatin remodeling
855061_reviewed	chromatin remodeling
855822_reviewed	ERAD pathway
850734_reviewed	establishment or maintenance of microtubule cytoskeleton polarity
853144_reviewed	cell wall organization
856680_reviewed	DNA replication
852501_reviewed	DNA replication
854153_reviewed	aminophospholipid transport
850654_reviewed	aminophospholipid transport
854533_reviewed	meiotic cell cycle
855934_reviewed	mRNA export from nucleus
852848_reviewed	negative regulation of transcription by RNA polymerase II
850722_reviewed	meiotic mismatch repair
855939_reviewed	meiotic mismatch repair
853256_reviewed	cell wall mannoprotein biosynthetic process
856675_reviewed	cell wall mannoprotein biosynthetic process
851533_reviewed	chromosome segregation
853824_reviewed	regulation of microtubule nucleation
851401_reviewed	chiasma assembly
850545_reviewed	reciprocal meiotic recombination
851870_reviewed	D-glucose transmembrane transport
853828_reviewed	glucose metabolic process
853433_reviewed	actin cytoskeleton organization
854331_reviewed	protein import into nucleus
853649_reviewed	mRNA export from nucleus
854200_reviewed	actin cytoskeleton organization
851213_reviewed	protein histidyl modification to diphthamide
854427_reviewed	mitotic sister chromatid cohesion
852871_reviewed	cellular response to xenobiotic stimulus
854021_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
855538_reviewed	negative regulation of endocytosis
852358_reviewed	cell adhesion involved in single-species biofilm formation
850782_reviewed	intracellular protein transport
854252_reviewed	protein N-linked glycosylation
856566_reviewed	clathrin coat assembly
856892_reviewed	bipolar cellular bud site selection
850639_reviewed	bipolar cellular bud site selection
851494_reviewed	ER-dependent peroxisome organization
851929_reviewed	ER-dependent peroxisome organization
854646_reviewed	fatty acid beta-oxidation
854161_reviewed	intracellular monoatomic cation homeostasis
853500_reviewed	base-excision repair
854383_reviewed	cellular hyperosmotic response
850719_reviewed	DNA damage tolerance
853174_reviewed	nucleotide-excision repair
856009_reviewed	ERAD pathway
854663_reviewed	nucleotide-excision repair
855505_reviewed	establishment of protein localization to chromatin
856030_reviewed	negative regulation of transcription by RNA polymerase II
851784_reviewed	protein transport
851040_reviewed	meiotic DNA double-strand break formation
856562_reviewed	meiotic DNA double-strand break formation
854453_reviewed	mitotic cell cycle
855725_reviewed	cellular response to heat
855661_reviewed	'de novo' protein folding
853091_reviewed	deoxyribonucleotide biosynthetic process
852733_reviewed	lipid catabolic process
853734_reviewed	transcription initiation at RNA polymerase I promoter
851742_reviewed	exocytosis
855844_reviewed	ascospore formation
852892_reviewed	exocytosis
855221_reviewed	ascospore-type prospore assembly
852618_reviewed	exocytosis
850973_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852109_reviewed	protein transport
850713_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
851095_reviewed	ERAD pathway
856144_reviewed	establishment of cell polarity
854935_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855237_reviewed	amphisome-lysosome fusion
853356_reviewed	negative regulation of invasive growth in response to glucose limitation
854653_reviewed	autophagy
856613_reviewed	cellular response to oxidative stress
855554_reviewed	cellular response to osmotic stress
853226_reviewed	early endosome to Golgi transport
852780_reviewed	protein transport
854242_reviewed	endoplasmic reticulum membrane fusion
852805_reviewed	karyogamy
853298_reviewed	intracellular protein transport
855751_reviewed	intracellular protein transport
850518_reviewed	cytogamy
856382_reviewed	bipolar cellular bud site selection
850696_reviewed	negative regulation of telomere maintenance
851219_reviewed	Golgi to endosome transport
850694_reviewed	intracellular protein transport
854472_reviewed	apoptotic process
851309_reviewed	protein insertion into mitochondrial inner membrane
853392_reviewed	protein insertion into mitochondrial inner membrane
852973_reviewed	intracellular protein transport
855592_reviewed	intracellular protein transport
853750_reviewed	regulation of transcription by RNA polymerase II
853859_reviewed	free ubiquitin chain polymerization
852081_reviewed	mitochondrial fusion
851320_reviewed	mRNA export from nucleus
856476_reviewed	cytoplasmic RNA surveillance
852963_reviewed	cytoplasmic RNA surveillance
851923_reviewed	Golgi to endosome transport
855392_reviewed	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process
850296_reviewed	vacuole inheritance
856702_reviewed	autophagosome assembly
855842_reviewed	endosomal lumen acidification
854444_reviewed	cellular hyperosmotic response
855101_reviewed	ATP export
853825_reviewed	ATP export
850349_reviewed	ATP export
856040_reviewed	ATP export
850810_reviewed	ATP export
853868_reviewed	ATP export
853393_reviewed	endocytic recycling
851925_reviewed	cell division
850977_reviewed	cell division
853082_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
854230_reviewed	chromatin organization
855496_reviewed	cell division
852428_reviewed	autophagosome maturation
856737_reviewed	mitochondrial protein processing
855114_reviewed	mitochondrial protein processing
851110_reviewed	double-strand break repair via homologous recombination
851567_reviewed	DNA recombinase assembly
851879_reviewed	double-strand break repair via homologous recombination
855820_reviewed	mitotic spindle pole body localization
850767_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852753_reviewed	autophagosome maturation
854347_reviewed	heme biosynthetic process
850657_reviewed	cell division
851028_reviewed	telomere maintenance via telomerase
853796_reviewed	membraneless organelle assembly
850900_reviewed	mitochondrial respiratory chain complex IV assembly
854598_reviewed	aerobic respiration
856844_reviewed	nuclear pore localization
854531_reviewed	microtubule cytoskeleton organization
850594_reviewed	cellular response to phosphate starvation
851761_reviewed	chromatin looping
856890_reviewed	cell division
853359_reviewed	exocyst assembly
856354_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
851957_reviewed	gamma-tubulin complex localization to nuclear side of mitotic spindle pole body
852035_reviewed	autophagy of mitochondrion
855979_reviewed	mitotic spindle pole body duplication
853848_reviewed	cellular response to cold
850878_reviewed	late endosome to vacuole transport
852097_reviewed	late endosome to vacuole transport via multivesicular body sorting pathway
855683_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855412_reviewed	endoplasmic reticulum inheritance
855828_reviewed	DNA-templated transcription
855355_reviewed	filamentous growth
853789_reviewed	post-translational protein targeting to membrane, translocation
855602_reviewed	intracellular protein transport
854745_reviewed	apoptotic process
856898_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
852014_reviewed	mitochondrial translation
855669_reviewed	apoptotic process
853741_reviewed	vacuolar acidification
854876_reviewed	Golgi to endosome transport
856807_reviewed	cellular hyperosmotic response
855711_reviewed	actin cortical patch assembly
856240_reviewed	axial cellular bud site selection
851746_reviewed	cell division
851904_reviewed	Cdc42 protein signal transduction
850496_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852397_reviewed	cytoplasm protein quality control by the ubiquitin-proteasome system
855272_reviewed	conjugation with cellular fusion
856709_reviewed	amino acid biosynthetic process
856508_reviewed	Golgi to endosome transport
853077_reviewed	clathrin coat assembly
856763_reviewed	negative regulation of transcription by RNA polymerase II
851173_reviewed	cellular response to pheromone
851243_reviewed	ascospore formation
854474_reviewed	GCN2-mediated signaling
856130_reviewed	DNA replication
851613_reviewed	cell adhesion involved in single-species biofilm formation
855427_reviewed	cell division
854992_reviewed	intracellular protein localization
854302_reviewed	negative regulation of Rho protein signal transduction
851997_reviewed	negative regulation of Rho protein signal transduction
854964_reviewed	nucleolar large rRNA transcription by RNA polymerase I
855883_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
853104_reviewed	amino acid transmembrane transport
856854_reviewed	establishment of cell polarity
853912_reviewed	amino acid transmembrane transport
854126_reviewed	SRP-dependent cotranslational protein targeting to membrane, translocation
854276_reviewed	endocytosis
855031_reviewed	ascospore-type prospore assembly
853453_reviewed	Golgi to endosome transport
856722_reviewed	CTP metabolic process
856140_reviewed	endoplasmic reticulum inheritance
852458_reviewed	glycosphingolipid biosynthetic process
852324_reviewed	endoplasmic reticulum calcium ion homeostasis
853338_reviewed	intracellular signal transduction
852066_reviewed	intracellular monoatomic cation homeostasis
852171_reviewed	autophagy of mitochondrion
854525_reviewed	positive regulation of glycolytic process
854796_reviewed	nuclear pore organization
851369_reviewed	'de novo' cotranslational protein folding
853770_reviewed	axial cellular bud site selection
851372_reviewed	actin filament organization
855449_reviewed	ascospore-type prospore membrane formation
855440_reviewed	protein folding
854369_reviewed	positive regulation of transcription by RNA polymerase II
851363_reviewed	osmosensory signaling via phosphorelay pathway
854659_reviewed	osmosensory signaling via phosphorelay pathway
853523_reviewed	cellular response to methionine
855060_reviewed	arginine metabolic process
850454_reviewed	DNA recombination
